,titulo,provincia,localidad,distrito,tipovivienda,precio,metros,habitaciones,baños,planta,ascensor,exterior,equipada,amueblada,orientacion,anyoconstruccion,garaje,terraza,calefaccion,aireacondicionado,created_at,updated_at
2317,Alquiler de Piso en calle de Piamonte,Madrid,Chueca-Justicia Madrid,centro,Piso,3278,166,2.0,2.0,1.0,1.0,1.0,1,0,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2318,Alquiler de Piso en calle de Fuencarral,Madrid,Chueca-Justicia Madrid,centro,Piso,3700,222,5.0,2.0,4.0,1.0,1.0,1,1,oeste,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2319,Alquiler de Piso en calle de Piamonte,Madrid,Chueca-Justicia Madrid,centro,Piso,2414,103,1.0,1.0,3.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2320,Alquiler de Piso en calle de Atocha,Madrid,Lavapiés-Embajadores Madrid,centro,Piso,1850,135,3.0,2.0,1.0,1.0,1.0,1,0,,1890.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2321,Alquiler de Piso en calle de los Dos Amigos,Madrid,Malasaña-Universidad Madrid,centro,Piso,1900,98,2.0,2.0,1.0,1.0,1.0,1,0,sur,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2322,Alquiler de Piso en travesía de los Cabestreros,Madrid,Lavapiés-Embajadores Madrid,centro,Piso,900,45,1.0,1.0,3.0,1.0,0.0,1,1,,1905.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2323,Alquiler de Piso en calle de los Dos Amigos,Madrid,Malasaña-Universidad Madrid,centro,Piso,1900,98,2.0,2.0,3.0,1.0,1.0,1,0,sur,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2324,"Alquiler de Estudio en calle de Tabernillas, 23",Madrid,Palacio Madrid,centro,Estudio,670,31,,1.0,2.0,0.0,0.0,1,0,,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2325,Alquiler de Piso en calle de los Dos Amigos,Madrid,Malasaña-Universidad Madrid,centro,Piso,1900,98,2.0,2.0,1.0,1.0,1.0,1,0,sur,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2326,Alquiler de Piso en calle Milaneses,Madrid,Palacio Madrid,centro,Piso,1800,95,2.0,1.0,4.0,0.0,1.0,1,1,"sur, este",1984.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2327,Alquiler de Piso en calle del Maestro Guerrero,Madrid,Malasaña-Universidad Madrid,centro,Piso,2000,85,2.0,1.0,1.0,1.0,1.0,1,1,sur,,1,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2328,"Alquiler de Piso en calle San Cosme y San Damián, 18",Madrid,Lavapiés-Embajadores Madrid,centro,Piso,2500,70,2.0,2.0,2.0,1.0,1.0,1,1,sur,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2329,Alquiler de Piso en calle de los Dos Amigos s/n,Madrid,Malasaña-Universidad Madrid,centro,Piso,1900,100,2.0,2.0,1.0,1.0,1.0,1,0,este,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2330,"Alquiler de Piso en calle de Hortaleza, 29",Madrid,Chueca-Justicia Madrid,centro,Piso,1550,32,1.0,1.0,4.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2331,Alquiler de Piso en calle de los Dos Amigos s/n,Madrid,Malasaña-Universidad Madrid,centro,Piso,1900,104,2.0,2.0,1.0,1.0,1.0,1,0,este,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2332,Alquiler de Estudio en Sol,Madrid,Centro Madrid,centro,Estudio,1100,62,,1.0,3.0,1.0,0.0,1,0,oeste,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2333,"Alquiler de Piso en calle de Isabel la Católica, 13",Madrid,Palacio Madrid,centro,Piso,2380,79,2.0,2.0,3.0,1.0,1.0,1,1,,1880.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2334,"Alquiler de Estudio en calle del Olmo, 17",Madrid,Lavapiés-Embajadores Madrid,centro,Estudio,900,56,,1.0,5.0,0.0,1.0,1,1,"sur, este",1890.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2335,"Alquiler de Piso en calle del Águila, 23",Madrid,Palacio Madrid,centro,Piso,2680,81,2.0,1.0,1.0,1.0,1.0,1,1,,1942.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2336,"Alquiler de Piso en calle del Humilladero, 3",Madrid,Palacio Madrid,centro,Piso,1100,55,2.0,2.0,1.0,0.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2337,"Alquiler de Piso en calle de Pizarro, 5",Madrid,Malasaña-Universidad Madrid,centro,Piso,2330,56,2.0,1.0,2.0,1.0,1.0,1,1,,1942.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2338,Alquiler de Piso en calle del Espíritu Santo,Madrid,Malasaña-Universidad Madrid,centro,Piso,1130,57,1.0,1.0,0.0,1.0,0.0,1,1,este,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2339,Alquiler de Estudio en calle de Preciados,Madrid,Sol Madrid,centro,Estudio,990,40,,1.0,1.0,1.0,0.0,1,1,este,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2340,"Alquiler de Piso en calle de San Nicolas, 5",Madrid,Palacio Madrid,centro,Piso,900,48,1.0,1.0,4.0,0.0,1.0,1,1,"sur, oeste",,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2341,"Alquiler de Piso en costanilla de los Desamparados, 10",Madrid,Huertas-Cortes Madrid,centro,Piso,2000,73,2.0,2.0,1.0,0.0,1.0,1,1,,1915.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2342,"Alquiler de Piso en Princesa, 16",Madrid,Malasaña-Universidad Madrid,centro,Piso,950,50,1.0,1.0,3.0,0.0,1.0,1,1,"norte, oeste",,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2343,Alquiler de Piso en calle de Mejía Lequerica,Madrid,Chueca-Justicia Madrid,centro,Piso,1500,40,1.0,1.0,3.0,1.0,0.0,1,1,"sur, oeste",,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2344,Alquiler de Piso en Cruz,Madrid,Sol Madrid,centro,Piso,3000,200,4.0,2.0,3.0,1.0,1.0,1,1,oeste,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2345,Alquiler de Ático en calle del Olmo s/n,Madrid,Lavapiés-Embajadores Madrid,centro,Ático,2400,150,2.0,2.0,3.0,0.0,1.0,1,1,"este, oeste",1880.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2346,Alquiler de Piso en calle de Argumosa,Madrid,Lavapiés-Embajadores Madrid,centro,Piso,1157,30,1.0,1.0,5.0,0.0,1.0,1,1,,1900.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2347,"Alquiler de Piso en calle de la Torrecilla del Leal, 32",Madrid,Lavapiés-Embajadores Madrid,centro,Piso,1250,75,2.0,2.0,0.0,0.0,1.0,1,0,,,0,1,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2348,Alquiler de Dúplex en calle San Cosme y San Damián,Madrid,Lavapiés-Embajadores Madrid,centro,Dúplex,1290,65,2.0,2.0,0.0,1.0,0.0,1,1,"norte, oeste",,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2349,"Alquiler de Piso en calle del Pez, 2",Madrid,Malasaña-Universidad Madrid,centro,Piso,1350,65,1.0,1.0,3.0,0.0,1.0,1,0,sur,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2350,Alquiler de Piso en calle del Humilladero,Madrid,Palacio Madrid,centro,Piso,1190,65,2.0,1.0,1.0,1.0,0.0,1,1,"sur, oeste",,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2351,Alquiler de Piso en calle del Caballero de Gracia s/n,Madrid,Huertas-Cortes Madrid,centro,Piso,1999,126,2.0,2.0,1.0,1.0,1.0,1,0,"sur, este",,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2352,Alquiler de Piso en Bola,Madrid,Palacio Madrid,centro,Piso,1390,100,2.0,2.0,1.0,1.0,1.0,1,1,"sur, este",,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2353,"Alquiler de Piso en calle de Echegaray, 10",Madrid,Huertas-Cortes Madrid,centro,Piso,1200,75,2.0,1.0,1.0,0.0,1.0,1,1,,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2354,Alquiler de Piso en Buenavista,Madrid,Lavapiés-Embajadores Madrid,centro,Piso,890,55,2.0,1.0,0.0,0.0,0.0,1,1,norte,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2355,"Alquiler de Dúplex en calle de Valencia, 26",Madrid,Lavapiés-Embajadores Madrid,centro,Dúplex,1000,60,2.0,1.0,0.0,1.0,0.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2356,Alquiler de Piso en Veronica,Madrid,Huertas-Cortes Madrid,centro,Piso,2295,68,1.0,1.0,3.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2357,"Alquiler de Estudio en calle Salitre, 43",Madrid,Lavapiés-Embajadores Madrid,centro,Estudio,750,30,,1.0,0.0,0.0,0.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2358,Alquiler de Piso en Almirante,Madrid,Chueca-Justicia Madrid,centro,Piso,2745,93,2.0,2.0,3.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2359,"Alquiler de Piso en calle Imperial, 8",Madrid,Sol Madrid,centro,Piso,700,20,1.0,1.0,4.0,0.0,1.0,1,1,este,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2360,Alquiler de Piso en calle de Víctor Hugo,Madrid,Chueca-Justicia Madrid,centro,Piso,1995,55,1.0,1.0,2.0,1.0,1.0,1,1,,,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2361,"Alquiler de Estudio en calle de los Irlandeses, 13",Madrid,Palacio Madrid,centro,Estudio,700,34,,1.0,0.0,0.0,0.0,1,1,,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2362,Alquiler de Piso en calle de Espoz y Mina,Madrid,Huertas-Cortes Madrid,centro,Piso,3495,147,3.0,2.0,4.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2363,"Alquiler de Piso en calle Oriente, 5",Madrid,Palacio Madrid,centro,Piso,1500,80,3.0,1.0,3.0,0.0,1.0,1,1,este,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2364,Alquiler de Piso en via Gran Vía,Madrid,Sol Madrid,centro,Piso,2495,110,2.0,2.0,3.0,1.0,0.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2365,Alquiler de Dúplex en plaza del Ángel,Madrid,Huertas-Cortes Madrid,centro,Dúplex,1600,115,2.0,1.0,4.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2366,Alquiler de Piso en calle de Fernando VI,Madrid,Chueca-Justicia Madrid,centro,Piso,2345,50,1.0,1.0,1.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2367,Alquiler de Piso en calle de Larra,Madrid,Chueca-Justicia Madrid,centro,Piso,1190,49,2.0,1.0,,1.0,0.0,1,0,,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2368,Alquiler de Piso en calle Fuencarral,Madrid,Chueca-Justicia Madrid,centro,Piso,1390,75,2.0,1.0,1.0,1.0,0.0,1,1,norte,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2369,Alquiler de Estudio en calle del Ave María,Madrid,Lavapiés-Embajadores Madrid,centro,Estudio,700,43,,1.0,0.0,1.0,0.0,1,1,este,1900.0,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2370,"Alquiler de Piso en calle del Casino, 20",Madrid,Lavapiés-Embajadores Madrid,centro,Piso,1390,90,2.0,1.0,2.0,1.0,1.0,1,1,"sur, oeste",,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2371,Alquiler de Piso en calle de Atocha,Madrid,Sol Madrid,centro,Piso,2500,80,3.0,2.0,4.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2372,Alquiler de Piso en calle del Olivar,Madrid,Lavapiés-Embajadores Madrid,centro,Piso,850,50,1.0,1.0,2.0,0.0,0.0,1,1,"sur, oeste",,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2373,"Alquiler de Piso en plaza de Cascorro, 1",Madrid,Lavapiés-Embajadores Madrid,centro,Piso,2100,111,3.0,2.0,5.0,0.0,1.0,1,0,,,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2374,Alquiler de Piso en calle Lechuga,Madrid,Sol Madrid,centro,Piso,950,55,1.0,1.0,1.0,1.0,0.0,1,1,sur,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2375,"Alquiler de Estudio en calle de los Relatores, 11",Madrid,Lavapiés-Embajadores Madrid,centro,Estudio,825,36,,1.0,2.0,1.0,1.0,1,1,,,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2376,Alquiler de Piso en calle de Pelayo,Madrid,Chueca-Justicia Madrid,centro,Piso,890,41,1.0,1.0,1.0,0.0,0.0,1,1,norte,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2377,"Alquiler de Estudio en calle de Vergara, 1",Madrid,Palacio Madrid,centro,Estudio,2500,50,,1.0,3.0,1.0,0.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2378,"Alquiler de Piso en calle de Mira el Río Baja, 21",Madrid,Lavapiés-Embajadores Madrid,centro,Piso,850,58,1.0,1.0,1.0,1.0,0.0,0,0,"norte, este",,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2379,Alquiler de Piso en calle de la Encomienda,Madrid,Lavapiés-Embajadores Madrid,centro,Piso,1900,98,2.0,2.0,3.0,0.0,1.0,1,1,"sur, este, oeste",,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2380,Alquiler de Estudio en Chueca-Justicia,Madrid,Centro Madrid,centro,Estudio,725,40,,1.0,2.0,1.0,0.0,1,1,,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2381,Alquiler de Piso en Perez Galdos,Madrid,Chueca-Justicia Madrid,centro,Piso,2450,75,3.0,1.0,4.0,1.0,1.0,1,1,,,0,1,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2382,Alquiler de Piso en calle de Manuel Fernández y González,Madrid,Huertas-Cortes Madrid,centro,Piso,1100,59,1.0,1.0,4.0,0.0,1.0,1,1,sur,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2383,"Alquiler de Piso en via Gran, 55",Madrid,Palacio Madrid,centro,Piso,1700,86,2.0,1.0,5.0,1.0,0.0,1,1,"sur, este, oeste",,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2384,Alquiler de Piso en calle de Santo Tomé,Madrid,Chueca-Justicia Madrid,centro,Piso,2300,62,1.0,1.0,4.0,1.0,1.0,1,1,,,1,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2385,Alquiler de Ático en Sol,Madrid,Centro Madrid,centro,Ático,2150,89,2.0,2.0,6.0,1.0,1.0,1,1,norte,,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2386,Alquiler de Dúplex en cuesta de Santo Domingo,Madrid,Palacio Madrid,centro,Dúplex,2200,80,2.0,2.0,4.0,1.0,0.0,1,1,sur,1910.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2387,"Alquiler de Piso en calle de las Tres Cruces, 12",Madrid,Sol Madrid,centro,Piso,1400,60,1.0,1.0,2.0,1.0,0.0,1,1,,1965.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2388,Alquiler de Ático en calle del Barquillo,Madrid,Chueca-Justicia Madrid,centro,Ático,3750,110,2.0,2.0,7.0,1.0,1.0,1,1,,,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2389,Alquiler de Piso en calle de Barbieri,Madrid,Chueca-Justicia Madrid,centro,Piso,1350,40,1.0,1.0,0.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2390,Alquiler de Ático en Sol,Madrid,Centro Madrid,centro,Ático,3750,181,3.0,3.0,5.0,1.0,1.0,1,1,este,1928.0,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2391,"Alquiler de Piso en calle de fomento, 12",Madrid,Palacio Madrid,centro,Piso,2000,170,1.0,1.0,2.0,1.0,1.0,1,1,oeste,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2392,Alquiler de Piso en Sol,Madrid,Centro Madrid,centro,Piso,3000,180,5.0,2.0,4.0,1.0,1.0,1,1,"sur, este",,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2393,Alquiler de Ático en fuentes,Madrid,Palacio Madrid,centro,Ático,1200,45,,1.0,4.0,1.0,1.0,1,1,este,,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2394,Alquiler de Dúplex en Chueca-Justicia,Madrid,Centro Madrid,centro,Dúplex,1450,66,1.0,2.0,4.0,1.0,1.0,1,1,este,1900.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2395,Alquiler de Estudio en calle de Arganzuela,Madrid,Lavapiés-Embajadores Madrid,centro,Estudio,1658,67,,1.0,1.0,1.0,1.0,1,1,,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2396,Alquiler de Ático en calle del Carmen,Madrid,Sol Madrid,centro,Ático,2300,120,2.0,2.0,5.0,1.0,1.0,1,0,"sur, este",,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2397,Alquiler de Piso en calle de Arganzuela,Madrid,Lavapiés-Embajadores Madrid,centro,Piso,1785,78,1.0,1.0,1.0,1.0,1.0,1,1,,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2398,"Alquiler de Piso en calle del Espíritu Santo, 29",Madrid,Malasaña-Universidad Madrid,centro,Piso,1375,71,2.0,1.0,,0.0,1.0,1,0,"sur, este",1900.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2399,Alquiler de Piso en Palacio,Madrid,Centro Madrid,centro,Piso,1900,115,3.0,2.0,1.0,1.0,1.0,1,1,,1991.0,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2400,"Alquiler de Piso en calle del Almirante, 18",Madrid,Chueca-Justicia Madrid,centro,Piso,8010,198,3.0,3.0,1.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2401,Alquiler de Piso en calle de Leganitos,Madrid,Palacio Madrid,centro,Piso,1200,53,1.0,1.0,2.0,0.0,1.0,0,0,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2402,Alquiler de Estudio en Palacio,Madrid,Centro Madrid,centro,Estudio,500,19,,1.0,2.0,0.0,0.0,1,0,oeste,1900.0,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2403,Alquiler de Piso en calle de Piamonte,Madrid,Chueca-Justicia Madrid,centro,Piso,4250,166,2.0,2.0,1.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2404,"Alquiler de Piso en calle de Alcalá, 35",Madrid,Huertas-Cortes Madrid,centro,Piso,5130,186,3.0,2.0,5.0,1.0,1.0,1,1,,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2405,Alquiler de Dúplex en Malasaña-Universidad,Madrid,Centro Madrid,centro,Dúplex,2400,127,2.0,3.0,,1.0,1.0,1,1,,2016.0,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
2406,"Alquiler de Piso en calle del Sombrerete, 3",Madrid,Lavapiés-Embajadores Madrid,centro,Piso,2655,65,2.0,2.0,1.0,1.0,1.0,1,1,,,1,1,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
2407,Alquiler de Piso en calle de Santiago el Verde,Madrid,Lavapiés-Embajadores Madrid,centro,Piso,950,42,1.0,1.0,4.0,0.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
